month,Price,quantity
2014-01-01,4.950693749999998,77
2014-02-01,4.672307692307691,156
2014-03-01,5.207571794871796,85
2014-04-01,5.400000000000002,46
2014-05-01,5.358857142857145,42
2014-06-01,5.186228333333335,38
2014-07-01,5.271071428571429,16
2014-08-01,5.269999999999999,19
2014-09-01,4.861954545454544,69
2014-10-01,6.153250000000002,62
2014-11-01,6.3583333333333325,36
2014-12-01,5.505740740740738,85
2015-01-01,6.156785714285715,22
2015-02-01,6.06315789473684,29
2015-03-01,6.566666666666666,6
2015-04-01,6.4948,18
2015-05-01,5.819,28
2015-06-01,6.6499999999999995,9
2015-07-01,6.65,8
2015-08-01,6.6499999999999995,12
2015-09-01,6.465624999999999,19
2015-10-01,6.006666666666665,32
2015-11-01,6.366666666666667,15
2015-12-01,5.2444442763157895,132
2016-01-01,5.9176,12
2016-02-01,5.76875,55
2016-03-01,6.5,18
2016-04-01,6.5,18
2016-05-01,5.883333333333332,30
2016-06-01,6.0249999999999995,18
2016-07-01,6.328888888888888,13
2016-08-01,6.111538461538464,63
2016-09-01,6.386666666666665,28
2016-10-01,6.35,17
2016-11-01,6.3500000000000005,14
2016-12-01,5.943758741258742,60
2017-01-01,6.291621212121214,40
2017-02-01,6.258714285714286,61
2017-03-01,6.420000000000001,22
2017-04-01,6.420000000000001,21
2017-05-01,6.420000000000001,14
2017-06-01,6.2775,12
2017-07-01,6.659999999999999,10
2017-08-01,6.935454545454546,15
2017-09-01,7.165000000000001,14
2017-10-01,7.087222222222223,13
2017-11-01,6.989999999999999,20
2017-12-01,6.94816203703704,48
2018-01-01,7.775624999999997,25
2018-02-01,7.673684210526318,39
2018-03-01,7.96,13
2018-04-01,7.645999999999998,12
2018-05-01,7.854000000000001,16
2018-06-01,6.753041666666666,31
2018-07-01,7.96,7
2018-08-01,7.959999999999998,17
2018-09-01,7.96,8
2018-10-01,8.104000000000001,10
2018-11-01,8.14,15
2018-12-01,7.930000000000002,33
