month,Price,quantity
2014-01-01,4.989999999999999,40.0
2014-02-01,4.989999999999998,55.0
2014-03-01,4.990000000000001,37.0
2014-04-01,4.990000000000001,34.0
2014-05-01,4.531381109022556,110.0
2014-06-01,4.8817947089947085,32.0
2014-07-01,4.9548333333333305,43.0
2014-08-01,4.8249999999999975,55.0
2014-09-01,4.959999999999999,37.0
2014-10-01,4.9750000000000005,24.0
2014-11-01,4.99,12.0
2014-12-01,4.99,36.0
2015-01-01,4.806923076923075,70.0
2015-02-01,4.904285714285715,134.0
2015-03-01,4.997391304347826,71.0
2015-04-01,5.0,67.0
2015-05-01,4.8503448275862056,86.0
2015-06-01,4.970833333333335,48.0
2015-07-01,4.981481481481482,71.0
2015-08-01,5.0,83.0
2015-09-01,4.714285714285714,45.0
2015-10-01,4.953333333333333,86.0
2015-11-01,4.939264705882353,64.0
2015-12-01,5.894436396144888,0.0
2016-01-01,5.894436396144888,0.0
2016-02-01,5.894436396144888,0.0
2016-03-01,5.9,10.0
2016-04-01,5.900000000000003,101.0
2016-05-01,5.7016129032258105,94.0
2016-06-01,5.679166666666666,44.0
2016-07-01,5.629021739130432,63.0
2016-08-01,5.894436396144888,0.0
2016-09-01,6.1049999999999995,20.0
2016-10-01,6.104999999999999,80.0
2016-11-01,6.1049999999999995,72.0
2016-12-01,6.105,56.0
2017-01-01,5.983008333333332,87.0
2017-02-01,6.042222222222221,53.0
2017-03-01,6.419999999999999,49.0
2017-04-01,6.264150000000002,35.0
2017-05-01,6.121958333333332,67.0
2017-06-01,6.420000000000001,18.0
2017-07-01,6.7236,50.0
2017-08-01,6.745652173913044,44.0
2017-09-01,6.739999999999998,48.0
2017-10-01,6.652499999999999,74.0
2017-11-01,6.564999999999999,78.0
2017-12-01,6.5478,43.0
2018-01-01,6.033651515151516,60.0
2018-02-01,7.16166666666667,41.0
2018-03-01,7.29,66.0
2018-04-01,7.290000000000003,38.0
2018-05-01,7.289999999999999,53.0
2018-06-01,7.280407894736844,29.0
2018-07-01,7.286729411764708,34.0
2018-08-01,7.290000000000003,39.0
2018-09-01,7.190000000000002,64.0
2018-10-01,7.290000000000001,21.0
2018-11-01,7.258304347826087,42.0
2018-12-01,7.785833333333335,42.0
