month,Price,quantity
2014-01-01,3.25811933982684,0.0
2014-02-01,3.25811933982684,0.0
2014-03-01,3.25811933982684,0.0
2014-04-01,3.25811933982684,0.0
2014-05-01,3.25811933982684,0.0
2014-06-01,3.25811933982684,0.0
2014-07-01,3.25811933982684,0.0
2014-08-01,3.25811933982684,0.0
2014-09-01,3.25811933982684,0.0
2014-10-01,3.25811933982684,0.0
2014-11-01,3.25811933982684,0.0
2014-12-01,3.25811933982684,0.0
2015-01-01,3.25811933982684,0.0
2015-02-01,3.25811933982684,0.0
2015-03-01,3.25811933982684,0.0
2015-04-01,3.25811933982684,0.0
2015-05-01,3.25811933982684,0.0
2015-06-01,3.25811933982684,0.0
2015-07-01,3.25811933982684,0.0
2015-08-01,3.25811933982684,0.0
2015-09-01,2.5287499999999996,15.0
2015-10-01,3.4600000000000004,11.0
2015-11-01,3.470833333333333,10.0
2015-12-01,2.909533333333334,34.0
2016-01-01,3.510249999999999,14.0
2016-02-01,3.314062499999999,16.0
2016-03-01,3.486,21.0
2016-04-01,3.482,12.0
2016-05-01,3.4405,13.0
2016-06-01,2.91,21.0
2016-07-01,3.362857142857142,9.0
2016-08-01,3.29,5.0
2016-09-01,2.7183333333333333,32.0
2016-10-01,2.9365,41.0
2016-11-01,3.313666666666666,10.0
2016-12-01,3.295000000000001,7.0
2017-01-01,3.185,3.0
2017-02-01,3.1645454545454546,15.0
2017-03-01,3.295000000000001,12.0
2017-04-01,3.295,4.0
2017-05-01,3.0147708333333334,57.0
2017-06-01,3.295000000000001,9.0
2017-07-01,3.1841000000000004,24.0
2017-08-01,3.2928409090909097,42.0
2017-09-01,3.299583333333333,13.0
2017-10-01,3.2950000000000004,7.0
2017-11-01,3.145933333333334,21.0
2017-12-01,3.2950000000000004,12.0
2018-01-01,3.606666666666667,6.0
2018-02-01,3.3299999999999996,5.0
2018-03-01,3.2509285714285707,9.0
2018-04-01,3.172333333333333,3.0
2018-05-01,3.4285714285714275,22.0
2018-06-01,3.4426666666666668,20.0
2018-07-01,3.4842857142857135,17.0
2018-08-01,3.2348181818181816,14.0
2018-09-01,3.0421666666666662,20.0
2018-10-01,3.078333333333333,30.0
2018-11-01,3.5714761904761896,22.0
2018-12-01,3.4924666666666657,26.0
