month,Price,quantity
2014-01-01,2.55426923076923,22.0
2014-02-01,2.6136363636363633,14.0
2014-03-01,2.61,21.0
2014-04-01,2.6325000000000003,12.0
2014-05-01,2.6278333333333332,21.0
2014-06-01,2.5873222222222223,49.0
2014-07-01,2.589388888888889,62.0
2014-08-01,2.64,28.0
2014-09-01,2.64,22.0
2014-10-01,2.64,14.0
2014-11-01,2.64,38.0
2014-12-01,2.64,22.0
2015-01-01,2.8268295000108656,0.0
2015-02-01,2.67,21.0
2015-03-01,2.7310357142857145,18.0
2015-04-01,2.77,17.0
2015-05-01,2.77,24.0
2015-06-01,2.770000000000001,32.0
2015-07-01,2.6656212121212133,50.0
2015-08-01,2.736842105263159,33.0
2015-09-01,2.5712631578947374,36.0
2015-10-01,2.6499999999999995,19.0
2015-11-01,2.6499999999999995,26.0
2015-12-01,2.672058823529411,39.0
2016-01-01,2.6485294117647062,26.0
2016-02-01,2.57348431372549,32.0
2016-03-01,2.652499999999999,45.0
2016-04-01,2.675,26.0
2016-05-01,2.695454545454545,26.0
2016-06-01,2.7000000000000015,43.0
2016-07-01,2.6247812500000003,23.0
2016-08-01,2.601666666666667,6.0
2016-09-01,2.656622222222222,31.0
2016-10-01,2.7700000000000014,36.0
2016-11-01,2.77,17.0
2016-12-01,2.7700000000000014,37.0
2017-01-01,2.8067619047619052,35.0
2017-02-01,2.899999999999999,37.0
2017-03-01,2.899999999999999,24.0
2017-04-01,2.899999999999999,27.0
2017-05-01,2.8313636363636356,41.0
2017-06-01,0.111,1.0
2017-07-01,3.3000000000000003,8.0
2017-08-01,3.2999999999999985,29.0
2017-09-01,3.3,5.0
2017-10-01,3.256874999999999,28.0
2017-11-01,3.25,32.0
2017-12-01,3.25,41.0
2018-01-01,3.2445833333333334,33.0
2018-02-01,3.2600000000000002,31.0
2018-03-01,3.2800000000000007,13.0
2018-04-01,3.272933333333334,19.0
2018-05-01,3.263618571428572,55.0
2018-06-01,3.267384615384616,21.0
2018-07-01,3.2800000000000007,34.0
2018-08-01,3.2800000000000007,30.0
2018-09-01,3.3799999999999994,14.0
2018-10-01,3.254705882352941,26.0
2018-11-01,3.32,33.0
2018-12-01,3.363904761904762,46.0
