month,Price,quantity
2014-01-01,1.665124799299373,318.0
2014-02-01,1.687928571428571,311.0
2014-03-01,1.676349642969192,470.0
2014-04-01,1.7181179657477026,306.0
2014-05-01,1.6889539170506906,392.0
2014-06-01,1.6290972083849387,482.0
2014-07-01,1.6387778424791575,396.0
2014-08-01,1.663968579807289,430.0
2014-09-01,1.6849292121212123,352.0
2014-10-01,1.671982529156666,555.0
2014-11-01,1.7466600529100533,305.0
2014-12-01,1.7462091805736157,460.0
2015-01-01,1.7159473622782442,251.0
2015-02-01,1.7295685618729095,267.0
2015-03-01,1.693130076688545,380.0
2015-04-01,1.6954930513930522,360.0
2015-05-01,1.704047165200392,344.0
2015-06-01,1.6936464873227124,414.0
2015-07-01,1.6965910256410257,300.0
2015-08-01,1.713852583537006,395.0
2015-09-01,1.7169150408348453,430.0
2015-10-01,1.7074402277039855,371.0
2015-11-01,1.689129472934474,370.0
2015-12-01,1.6681356764069268,413.0
2016-01-01,1.6961822738664853,380.0
2016-02-01,1.65629449084005,404.0
2016-03-01,1.692695972886763,460.0
2016-04-01,1.6928392446633835,354.0
2016-05-01,1.7547174731182806,397.0
2016-06-01,1.752054433221099,319.0
2016-07-01,1.7266114439602998,280.0
2016-08-01,1.742401121794872,318.0
2016-09-01,1.7398559035089673,385.0
2016-10-01,1.7200216217627398,338.0
2016-11-01,1.707794033502729,409.0
2016-12-01,1.751495315247107,329.0
2017-01-01,1.8397050268572008,310.0
2017-02-01,1.8260739316239325,315.0
2017-03-01,1.8208777520536445,439.0
2017-04-01,1.8395987328804666,262.0
2017-05-01,2.014425203183914,389.0
2017-06-01,1.9791041666666673,244.0
2017-07-01,1.9997427229512204,437.0
2017-08-01,2.018885064935066,356.0
2017-09-01,2.0134142812401854,398.0
2017-10-01,2.0006256628787873,218.0
2017-11-01,2.159152971549523,338.0
2017-12-01,2.1594844476511144,119.0
2018-01-01,2.178658730158731,118.0
2018-02-01,2.1611524985302757,257.0
2018-03-01,2.1799048889942356,316.0
2018-04-01,2.332602255892256,342.0
2018-05-01,2.374357142857143,118.0
2018-06-01,1.8236856489448097,0.0
2018-07-01,2.3063,20.0
2018-08-01,1.8236856489448097,0.0
2018-09-01,1.8236856489448097,0.0
2018-10-01,1.8236856489448097,0.0
2018-11-01,1.8236856489448097,0.0
2018-12-01,1.8236856489448097,0.0
