month,Price,quantity
2014-01-01,1.7899999999999994,84.0
2014-02-01,1.7899999999999994,89.0
2014-03-01,1.6474153225806438,151.0
2014-04-01,1.846000000000001,147.0
2014-05-01,1.9074629629629634,80.0
2014-06-01,1.898854045082656,199.0
2014-07-01,1.9140754285714294,143.0
2014-08-01,1.920000000000001,143.0
2014-09-01,1.7286956521739139,147.0
2014-10-01,1.723439655172415,132.0
2014-11-01,1.920000000000001,72.0
2014-12-01,1.7420250783699065,168.0
2015-01-01,1.7464833333333338,123.0
2015-02-01,1.9656000000000007,70.0
2015-03-01,1.8735714285714296,121.0
2015-04-01,1.8270068965517248,123.0
2015-05-01,1.7890416666666682,158.0
2015-06-01,1.9748389355742286,105.0
2015-07-01,1.8011590909090907,98.0
2015-08-01,1.861466666666666,181.0
2015-09-01,1.7613489010989012,145.0
2015-10-01,1.8950869565217383,84.0
2015-11-01,1.7560714285714283,104.0
2015-12-01,1.8559999999999992,87.0
2016-01-01,1.887115384615384,86.0
2016-02-01,1.8617028571428564,82.0
2016-03-01,1.837758620689655,100.0
2016-04-01,1.805,87.0
2016-05-01,1.7915384615384615,109.0
2016-06-01,1.8604119869506783,0.0
2016-07-01,1.8050000000000002,67.0
2016-08-01,1.7944444444444445,194.0
2016-09-01,1.7318533333333335,80.0
2016-10-01,1.7852982456140356,49.0
2016-11-01,1.74786,81.0
2016-12-01,1.7172698412698408,83.0
2017-01-01,1.7176111111111105,69.0
2017-02-01,1.7116179487179484,80.0
2017-03-01,1.7175679487179483,82.0
2017-04-01,1.712833333333333,60.0
2017-05-01,1.643057291666667,122.0
2017-06-01,1.7052941176470586,41.0
2017-07-01,1.7199999999999995,61.0
2017-08-01,1.7139406130268195,216.0
2017-09-01,1.4310902236652234,118.0
2017-10-01,1.7442499999999999,44.0
2017-11-01,1.9425953333333337,86.0
2017-12-01,1.9460864197530867,70.0
2018-01-01,1.965499999999999,66.0
2018-02-01,1.9313194444444441,52.0
2018-03-01,1.8361622023809534,48.0
2018-04-01,1.9584599999999992,60.0
2018-05-01,1.9250000000000003,15.0
2018-06-01,2.233333333333332,36.0
2018-07-01,2.2540263157894724,47.0
2018-08-01,2.2565791481246014,111.0
2018-09-01,2.2341999999999986,67.0
2018-10-01,2.2599999999999985,45.0
2018-11-01,2.2461228070175427,56.0
2018-12-01,2.257174999999999,55.0
