month,Price,quantity
2014-01-01,2.9235949268424366,0.0
2014-02-01,2.9235949268424366,0.0
2014-03-01,2.9235949268424366,0.0
2014-04-01,2.9235949268424366,0.0
2014-05-01,2.64,10.0
2014-06-01,2.6041764705882353,31.0
2014-07-01,2.64,1.0
2014-08-01,2.9235949268424366,0.0
2014-09-01,2.9235949268424366,0.0
2014-10-01,2.9235949268424366,0.0
2014-11-01,2.64,1.0
2014-12-01,2.64,7.0
2015-01-01,2.64,8.0
2015-02-01,2.6771428571428575,9.0
2015-03-01,2.77,15.0
2015-04-01,2.77,2.0
2015-05-01,2.9235949268424366,0.0
2015-06-01,2.9235949268424366,0.0
2015-07-01,2.7494444444444452,26.0
2015-08-01,2.77,16.0
2015-09-01,2.9235949268424366,0.0
2015-10-01,2.9235949268424366,0.0
2015-11-01,2.9235949268424366,0.0
2015-12-01,2.9235949268424366,0.0
2016-01-01,2.625,1.0
2016-02-01,2.5461,6.0
2016-03-01,2.632142857142857,7.0
2016-04-01,2.675,6.0
2016-05-01,2.7,6.0
2016-06-01,2.6999999999999997,16.0
2016-07-01,2.6999999999999997,22.0
2016-08-01,2.697916666666666,21.0
2016-09-01,2.9235949268424366,0.0
2016-10-01,2.7447272727272725,17.0
2016-11-01,2.77,16.0
2016-12-01,2.77,18.0
2017-01-01,2.7598000000000003,22.0
2017-02-01,2.899999999999999,19.0
2017-03-01,2.899999999999999,32.0
2017-04-01,2.9,2.0
2017-05-01,2.9128571428571424,34.0
2017-06-01,2.99,8.0
2017-07-01,2.9235949268424366,0.0
2017-08-01,2.9235949268424366,0.0
2017-09-01,3.2599999999999993,8.0
2017-10-01,3.256666666666666,12.0
2017-11-01,3.25,21.0
2017-12-01,3.25,29.0
2018-01-01,3.2244473684210524,27.0
2018-02-01,3.2569230769230773,19.0
2018-03-01,3.0479285714285713,8.0
2018-04-01,3.28,1.0
2018-05-01,3.262204545454546,54.0
2018-06-01,3.2242055555555558,51.0
2018-07-01,3.2800000000000007,18.0
2018-08-01,3.272190476190477,27.0
2018-09-01,3.326625,68.0
2018-10-01,3.310653333333332,49.0
2018-11-01,3.304909090909091,18.0
2018-12-01,3.3671153846153845,18.0
