month,Price,quantity
2014-01-01,0.7326194914873233,0.0
2014-02-01,0.7326194914873233,0.0
2014-03-01,0.7326194914873233,0.0
2014-04-01,0.7326194914873233,0.0
2014-05-01,0.7326194914873233,0.0
2014-06-01,0.7326194914873233,0.0
2014-07-01,0.7326194914873233,0.0
2014-08-01,0.7326194914873233,0.0
2014-09-01,0.7350000000000001,78.0
2014-10-01,0.731246296296296,166.0
2014-11-01,0.7081666666666664,140.0
2014-12-01,0.708111111111111,45.0
2015-01-01,0.7283721804511277,124.0
2015-02-01,0.7486814814814815,129.0
2015-03-01,0.75,130.0
2015-04-01,0.75,52.0
2015-05-01,0.7585714285714287,21.0
2015-06-01,0.7688539094650203,219.0
2015-07-01,0.768253333333333,77.0
2015-08-01,0.7699999999999997,85.0
2015-09-01,0.7699999999999998,89.0
2015-10-01,0.7326194914873233,0.0
2015-11-01,0.75,58.0
2015-12-01,0.7461978947368421,129.0
2016-01-01,0.7365617283950617,131.0
2016-02-01,0.7335178571428571,129.0
2016-03-01,0.75,128.0
2016-04-01,0.7462321428571429,144.0
2016-05-01,0.737593267882188,219.0
2016-06-01,0.7364164078674947,149.0
2016-07-01,0.7501388888888889,46.0
2016-08-01,0.7576487455197136,156.0
2016-09-01,0.7564184523809526,120.0
2016-10-01,0.7589999999999998,63.0
2016-11-01,0.728,66.0
2016-12-01,0.7285454545454548,72.0
2017-01-01,0.715258818342152,86.0
2017-02-01,0.7193955555555555,85.0
2017-03-01,0.7240016402116404,136.0
2017-04-01,0.6789375,49.0
2017-05-01,0.7188977546522852,311.0
2017-06-01,0.7318534188034186,164.0
2017-07-01,0.7293974358974357,169.0
2017-08-01,0.7342351851851849,167.0
2017-09-01,0.7017753623188404,92.0
2017-10-01,0.6575156249999999,57.0
2017-11-01,0.7318596491228068,46.0
2017-12-01,0.72178125,58.0
2018-01-01,0.7326822916666664,98.0
2018-02-01,0.7176225490196078,71.0
2018-03-01,0.7061758399596394,216.0
2018-04-01,0.7050500000000002,23.0
2018-05-01,0.7310714285714287,125.0
2018-06-01,0.7036453703703702,64.0
2018-07-01,0.735,2.0
2018-08-01,0.7371052631578948,87.0
2018-09-01,0.7327962585034012,125.0
2018-10-01,0.7346946859903383,117.0
2018-11-01,0.7186944444444445,64.0
2018-12-01,0.7326194914873233,0.0
