month,Price,quantity
2014-01-01,5.022741643410496,0.0
2014-02-01,5.022741643410496,0.0
2014-03-01,5.022741643410496,0.0
2014-04-01,5.022741643410496,0.0
2014-05-01,5.022741643410496,0.0
2014-06-01,5.022741643410496,0.0
2014-07-01,5.022741643410496,0.0
2014-08-01,5.022741643410496,0.0
2014-09-01,4.86,28.0
2014-10-01,4.86,23.0
2014-11-01,5.022741643410496,0.0
2014-12-01,4.86,50.0
2015-01-01,4.687200000000002,49.0
2015-02-01,4.637777777777779,64.0
2015-03-01,4.769255102040817,60.0
2015-04-01,4.78,62.0
2015-05-01,4.78,62.0
2015-06-01,4.641720238095238,88.0
2015-07-01,4.829999999999999,76.0
2015-08-01,4.829999999999999,52.0
2015-09-01,4.773749999999999,41.0
2015-10-01,4.739999999999999,83.0
2015-11-01,4.695999999999998,61.0
2015-12-01,4.656708333333332,70.0
2016-01-01,4.776153846153843,71.0
2016-02-01,4.6324749999999995,47.0
2016-03-01,4.7814285714285685,61.0
2016-04-01,4.839521739130433,52.0
2016-05-01,4.538299999999999,38.0
2016-06-01,4.691590909090906,53.0
2016-07-01,4.6949999999999985,37.0
2016-08-01,4.694999999999998,52.0
2016-09-01,4.647757575757574,52.0
2016-10-01,4.829099999999998,52.0
2016-11-01,4.658999999999999,45.0
2016-12-01,4.78607738095238,67.0
2017-01-01,4.9242380952380955,68.0
2017-02-01,4.894999999999998,34.0
2017-03-01,4.869479166666664,50.0
2017-04-01,4.849703703703703,60.0
2017-05-01,4.9180161290322575,70.0
2017-06-01,5.092272727272725,52.0
2017-07-01,5.176521739130433,36.0
2017-08-01,5.315172727272725,55.0
2017-09-01,5.265718181818181,57.0
2017-10-01,5.439999999999999,44.0
2017-11-01,5.431365079365078,56.0
2017-12-01,5.439999999999999,55.0
2018-01-01,5.439999999999999,36.0
2018-02-01,5.443431818181816,46.0
2018-03-01,5.475166666666665,41.0
2018-04-01,5.463186666666667,30.0
2018-05-01,5.297322727272726,45.0
2018-06-01,5.489999999999999,26.0
2018-07-01,5.478738095238094,41.0
2018-08-01,5.478043478260868,42.0
2018-09-01,5.711130434782607,47.0
2018-10-01,5.68807142857143,41.0
2018-11-01,5.800877192982457,36.0
2018-12-01,5.802551282051283,45.0
