month,Price,quantity
2014-01-01,3.132250916165046,0.0
2014-02-01,3.132250916165046,0.0
2014-03-01,3.132250916165046,0.0
2014-04-01,3.132250916165046,0.0
2014-05-01,3.132250916165046,0.0
2014-06-01,3.132250916165046,0.0
2014-07-01,2.5711652173913055,204.0
2014-08-01,2.6000000000000005,90.0
2014-09-01,3.132250916165046,0.0
2014-10-01,2.0197228652263375,244.0
2014-11-01,3.132250916165046,0.0
2014-12-01,3.132250916165046,0.0
2015-01-01,2.35,18.0
2015-02-01,2.798688888888889,125.0
2015-03-01,3.0778999999999996,35.0
2015-04-01,3.0859999999999994,19.0
2015-05-01,3.096716666666666,50.0
2015-06-01,2.9174768518518532,260.0
2015-07-01,3.1025000000000014,133.0
2015-08-01,3.26,1.0
2015-09-01,3.26,10.0
2015-10-01,2.973465909090908,49.0
2015-11-01,3.024999999999999,53.0
2015-12-01,2.8403571428571435,79.0
2016-01-01,3.024999999999999,43.0
2016-02-01,2.965739130434782,74.0
2016-03-01,3.025,5.0
2016-04-01,3.132250916165046,0.0
2016-05-01,3.132250916165046,0.0
2016-06-01,2.9585,68.0
2016-07-01,3.132250916165046,0.0
2016-08-01,3.132250916165046,0.0
2016-09-01,3.132250916165046,0.0
2016-10-01,3.132250916165046,0.0
2016-11-01,2.988235294117646,74.0
2016-12-01,3.15,3.0
2017-01-01,3.132250916165046,0.0
2017-02-01,2.99,4.0
2017-03-01,3.098,9.0
2017-04-01,3.1499999999999995,66.0
2017-05-01,3.149999999999999,39.0
2017-06-01,3.132250916165046,0.0
2017-07-01,3.13,3.0
2017-08-01,3.13,1.0
2017-09-01,3.2339999999999995,5.0
2017-10-01,3.2599999999999993,12.0
2017-11-01,3.26,2.0
2017-12-01,3.2599999999999985,36.0
2018-01-01,3.2599999999999985,13.0
2018-02-01,3.07,10.0
2018-03-01,2.918,6.0
2018-04-01,3.259999999999999,34.0
2018-05-01,3.0375000000000005,39.0
2018-06-01,3.18,37.0
2018-07-01,3.1442380952380953,36.0
2018-08-01,3.18,12.0
2018-09-01,3.9802500000000003,12.0
2018-10-01,4.3,5.0
2018-11-01,4.299999999999999,26.0
2018-12-01,4.303333333333334,13.0
